"","date","subject","contact","lines","url","funding","event","position"
"278","2018-02-27","Postdoctoral opening in Plant-microbe interactions","Sabrina Russo",61,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=8622",FALSE,FALSE,FALSE
"279","2018-02-27","Presentation: Puerto Rico: The Road to Recovery, Thursday March 1 Graduate Center NY, NY","Joy Cytryn",1064,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=10721",FALSE,FALSE,FALSE
"280","2018-02-22","Research Experience for Undergraduates in Stream Eco logy – Michigan Tech, Summer 2018","Amy Marcarelli",211,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=216",FALSE,FALSE,FALSE
"281","2018-02-28","Research technician position available","KURT J VANDEGRIFT",70,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=12048",FALSE,FALSE,TRUE
"282","2018-02-22","REU in Sensory Ecology at UC","John Layne",91,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=1135",FALSE,FALSE,FALSE
"283","2018-02-23","REU opportunity to study small mammals in a conservation corridor project","Savannah Bartel",44,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=4201",FALSE,FALSE,FALSE
"284","2018-02-26","REU position: plant-microbe interactions at USU","Peter Adler",34,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=6991",FALSE,FALSE,FALSE
"285","2018-02-27","SCB Asia Section seeks webdesigner/webmaster","Shermin de Silva",190,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=12159",FALSE,FALSE,FALSE
"286","2018-02-27","SER Launches Restoration Resource Platform","Rebecca Shoer",29,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=9249",FALSE,FALSE,FALSE
"287","2018-02-26","SESYNC Invites Proposals for Interdisciplinary Grad Research: SECOND CALL + Live Webinar Link","Nicole Motzer",182,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=8454",FALSE,FALSE,FALSE
"288","2018-02-23","Soil Ecology Jobs - 2 full time temp positions","Lisa Tiemann",72,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=4367",FALSE,FALSE,FALSE
"289","2018-02-22","SPECIAL SESSION: Eels and Lamprey","Studio, Jonathan - studioja",79,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=2271",FALSE,FALSE,FALSE
"290","2018-02-25","Summer field course, Nova Scotia","Robert Curry",30,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=5668",FALSE,TRUE,FALSE
"291","2018-02-28","Summer forestry field technician positions available - N. MI","Catherine Henry",48,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=12283",FALSE,FALSE,TRUE
"292","2018-02-26","summer Research Experience for Undergraduates, Arizona","Tamara Harms",49,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=6079",FALSE,FALSE,FALSE
"293","2018-02-23","Summer research position examining Asian long-horned beetle impacts on New England forests","Anthony D'Amato",422,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=4672",FALSE,FALSE,FALSE
"294","2018-02-23","Summer research positions in silviculture and applied forest ecology in northern New Hampshire","Anthony D'Amato",338,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=4503",FALSE,FALSE,FALSE
"295","2018-02-26","Summer research technician: Species interactions and climate change","Peter Adler",33,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=7394",FALSE,FALSE,TRUE
"296","2018-02-27","Summer REU - Monarch butterfly modeling project","Elise Zipkin",49,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=8918",FALSE,FALSE,FALSE
"297","2018-02-26","summer undergraduate technician University of Alaska Fairbanks","Tamara Harms",46,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=5920",FALSE,FALSE,TRUE
"298","2018-02-22","Tatoosh 2018 | Field studies and research in Alaska","Peter Chaille",206,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=1382",FALSE,FALSE,FALSE
"299","2018-02-28","Teaching of Environmental Science(s) et al. using ""plagiarism"" detection software","Jorge A. Santiago-Blay",125,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=12437",FALSE,FALSE,FALSE
"300","2018-02-27","Temporary Part-Time Habitat Strike Team Junior Assistant (March - December 2018)","Justin Shew",173,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=9381",FALSE,FALSE,FALSE
"301","2018-02-26","Trump administration proposes to eliminate the USGS Biological Survey Unit","Leila Hadj-Chikh",37,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=6230",FALSE,FALSE,FALSE
"302","2018-02-26","Re: Trump administration proposes to eliminate the USGS Biological Survey Unit","Erik Hoffner",101,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=7553",FALSE,FALSE,FALSE
"303","2018-02-22","Visiting Assistant Professor in Ecology","Dan Ardia",173,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=738",FALSE,FALSE,FALSE
"304","2018-02-22","Visiting Assistant Professor of Biology (Ecology), College of William and Mary","John Swaddle",47,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=2532",FALSE,FALSE,FALSE
"305","2018-02-25","Volunteer opportunity | electrofishing.net social media manager","Tom Rayner",89,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=5336",FALSE,FALSE,TRUE
"306","2018-02-26","WA DNR ADM-Agriculture &amp; Water Policy Job Opportunity","WOLF, MELODY (DNR)",702,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=7709",FALSE,FALSE,FALSE
"307","2018-02-22","Wyoming toad field technicians","Melanie Murphy",100,"/cgi-bin/wa?A2=ind1802d&L=ecolog-l&P=1252",FALSE,FALSE,TRUE
"308","2018-02-17","11 days and 73 books still needed to publish fieldwork anthology to raise funds for wildlife bio students","Joe Drake",87,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=6783",FALSE,FALSE,FALSE
"309","2018-02-19","2 GRAs available at NAU","Amanda De la Torre",69,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=10449",FALSE,FALSE,FALSE
"310","2018-02-19","5th Annual Urban Tree Diversity Conference - Denver March 15, 2018","David Inouye",169,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=10119",FALSE,FALSE,FALSE
"311","2018-02-15","AASHE 2018 Call for Proposals Extended!","Daita Serghi",120,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=1126",FALSE,FALSE,FALSE
"312","2018-02-20","Abstract deadline is in 9 days! Join hundreds of colleagues this summer at the Earth Educators' Rendezvous - July 16-20 in Lawrence, KS!","Krista Herbstrith",429,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=12340",FALSE,FALSE,FALSE
"313","2018-02-21","Almost to the first benchmark: 21 more books and 7 days to publish fieldwork anthology","Joe Drake",89,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=17005",FALSE,FALSE,FALSE
"314","2018-02-17","Amazonian wildlife research interns sought for projects in Peru","Chris Kirkby",112,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=6623",FALSE,FALSE,TRUE
"315","2018-02-20","Announcement: SCGIS 2018 Conference Registration &amp; Call for Abstracts Now Open","Eric Jensen",400,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=13275",FALSE,FALSE,FALSE
"316","2018-02-19","ASLO special session - Linking microbial ecology and C-cycling across spatial scales","[Trista Vick]",64,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=9692",FALSE,FALSE,FALSE
"317","2018-02-18","Beware of Predatory journals, or Pay to Publish.","HerpDigest ",96,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=7454",FALSE,FALSE,FALSE
"318","2018-02-19","Re: Beware of Predatory journals, or Pay to Publish.","Peter Schulze",93,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=7599",FALSE,FALSE,FALSE
"319","2018-02-20","bird point count technician openings - Oregon","Harris, Scott",2152,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=11181",FALSE,FALSE,TRUE
"320","2018-02-17","CFP -- Ethnobiology of Fire","Fowler, Cynthia T.",241,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=5485",FALSE,FALSE,FALSE
"321","2018-02-17","CFP -- Ethnobiology of Fire Extension of Deadline","Fowler, Cynthia T.",257,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=5354",FALSE,FALSE,FALSE
"322","2018-02-20","Conference Scholarships Available","Kelly Sanders",205,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=13443",FALSE,FALSE,FALSE
"323","2018-02-19","COURSE - Introduction to Python for biologists","Oliver Hooker",398,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=8145",FALSE,FALSE,TRUE
"324","2018-02-21","Course - Network analysis for ecologists/biologists","Oliver Hooker",315,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=15625",FALSE,FALSE,TRUE
"325","2018-02-17","CyanoHAB special session at 2018 ASLO Summer Meeting in Victoria, BC","Gretchen Rollwagen-Bollens",91,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=5952",FALSE,FALSE,FALSE
"326","2018-02-20","Dartmouth College: Postdoctoral Fellowship in Ecology and Society","Richard Howarth",80,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=11889",FALSE,FALSE,FALSE
"327","2018-02-15","Director of Training Activities - Sustainable Oceans NSF RTP at UC Davis","Jay Stachowicz",124,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=184",FALSE,FALSE,FALSE
"328","2018-02-19","Distance sampling workshop, St Andrews, August 2018, registration now open","Eric Rexstad",59,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=8588",FALSE,TRUE,FALSE
"329","2018-02-19","Ecohydrologist tenure track faculty advertisement","Scott Abella",84,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=10896",FALSE,FALSE,TRUE
"330","2018-02-19","Ecological Forecasting Outstanding Publication Award - March 1 deadline","Elise Zipkin",70,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=8421",FALSE,FALSE,FALSE
"331","2018-02-21","Ecological Monitoring Positions (AIM) With The Great Basin Institute","Augustine Sughrua",973,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=16713",FALSE,FALSE,FALSE
"332","2018-02-19","Fellowship available for Ph.D. student at LSU","Thomas J Dean",157,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=10002",FALSE,FALSE,FALSE
"333","2018-02-20","Field Research Technician for vector ecology project","Andrea Swei",66,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=11462",FALSE,FALSE,FALSE
"334","2018-02-21","FOOD-WEB MODELER in FRESHWATER ECOLOGY","Relyea, Rick",67,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=16878",FALSE,FALSE,FALSE
"335","2018-02-19","Forest Ecology Field Technician Positions at the Teakettle Experimental Forest (Sierra Nevada)","Marissa Goodwin",54,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=14260",FALSE,FALSE,FALSE
"336","2018-02-16","Full-time, tenure-track Assistant Professor of Biology","John Long",53,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=2842",FALSE,FALSE,FALSE
"337","2018-02-20","Funded project: Insect virologist / Densovirus lab : Need collaboration with insect virus lab","Aaron T. Dossey",40,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=14449",FALSE,FALSE,FALSE
"338","2018-02-16","Graduate Student Opportunities in Restoration, Soil Carbon, and Fire Ecology","Jennie DeMarco",115,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=3140",FALSE,FALSE,FALSE
"339","2018-02-16","Grassland bird technicians","William Jensen",68,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=4359",FALSE,FALSE,TRUE
"340","2018-02-20","Huyck Research Grants for Natural Science in NY - deadline this Friday","Anne Rhoads",41,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=12051",FALSE,FALSE,FALSE
"341","2018-02-19","Important Update: Digital Data in Biodiversity Research Conference","Gil Nelson",53,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=7906",FALSE,FALSE,FALSE
"342","2018-02-16","Innovative Learning Technology Initiative Postdoc Opportunity in Ecology and Global Change at University of California, Riverside","Kurt Anderson",102,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=5594",FALSE,FALSE,FALSE
"343","2018-02-20","Inquiry: Is this a viable idea?","Jason Hernandez",21,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=11602",FALSE,FALSE,FALSE
"344","2018-02-19","Insect virologist / Densovirus lab : Need collaboration with insect virus lab for Funded project.","Aaron T. Dossey",38,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=7733",FALSE,FALSE,FALSE
"345","2018-02-21","International graduate course on functional traits, Colombia","Alison Munson",241,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=16115",FALSE,TRUE,TRUE
"346","2018-02-17","Internship opportunity: Evolutionary responses of tropical lizards to climate change","Michael Logan",202,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=6458",FALSE,FALSE,FALSE
"347","2018-02-21","Internship: Four DataONE Summer Internship Opportunities","Amber Budden",117,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=16576",FALSE,FALSE,FALSE
"348","2018-02-16","Invasive Species Webinar Series","Barnes, Elizabeth E",190,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=4947",FALSE,FALSE,FALSE
"349","2018-02-16","Invertebrate Ecologist, Visiting Assistant Professor Position at Trinity College, Hartford, CT","Amber Pitt",41,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=2653",FALSE,FALSE,FALSE
"350","2018-02-19","Job Notice: Ecohydrology Seasonal Research Worker, southwestern GA","Stribling Stuber",83,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=9216",FALSE,FALSE,FALSE
"351","2018-02-15","job opening: Assistant Professor of Silviculture, University of Florida","Stephanie Bohlman",189,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=1243",FALSE,FALSE,TRUE
"352","2018-02-15","Job opportunity: Director, University of Washington Botanic Gardens and SEFS Faculty Member","David Inouye",423,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=1716",FALSE,FALSE,FALSE
"353","2018-02-20","Job Posting - Summer Research Assistant, Northern Alaska","Jason Dobkowski",54,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=12981",FALSE,FALSE,FALSE
"354","2018-02-16","JOBS: Field crew leaders/members in Sierra Nevada forest, vegetation, and fire ecology, UC Davis","Rebecca B Wayman",209,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=3309",FALSE,FALSE,TRUE
"355","2018-02-14","Jobs: Summer forest ecology field positions in California","Derek Young",32,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=4084",FALSE,FALSE,FALSE
"356","2018-02-15","Jobs: Summer forest ecology field positions in California","Derek Young",62,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=4229",FALSE,FALSE,FALSE
"357","2018-02-20","Learn the skills to save your project: Last chance to save $50 on ESA training","Jill Parsons",46,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=13553",FALSE,TRUE,FALSE
"358","2018-02-16","Lepidoptera field research assistant position in the Peruvian Amazon","Gallice,Geoffrey R",259,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=2367",FALSE,FALSE,TRUE
"359","2018-02-19","Looking for reviewers of a paper on weevil male genitalia","Jorge A. Santiago-Blay",102,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=10579",FALSE,FALSE,FALSE
"360","2018-02-21","LUMCON Summer 2018 REU Site Program Applications Due March 20th","Brian Roberts",89,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=14619",FALSE,FALSE,FALSE
"361","2018-02-21","Midwest Mathematical Biology Conference - Abstract Deadline 3/15","Erickson, Richard",204,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=15066",FALSE,FALSE,FALSE
"362","2018-02-15","Mississippi State University Marine Fisheries Ecology Internship","Emily Seubert",38,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=610",FALSE,FALSE,FALSE
"363","2018-02-20","MS Assistantship in Ecophysiology at Mississippi State University","Heidi Renninger",39,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=11719",FALSE,FALSE,FALSE
"364","2018-02-19","MS opportunity – Insect Evolution– Georgia South ern University","Joshua Gibson",257,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=8738",FALSE,FALSE,FALSE
"365","2018-02-19","MSc or PhD student opportunity in ""Lake metabolism of Canadian hardwater lakes: summer vs. winter controls""","Bjoern Wissel",356,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=10260",FALSE,FALSE,FALSE
"366","2018-02-15","New report on ecosystem services of forested wetlands","Sam Davis",39,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=356",FALSE,FALSE,FALSE
"367","2018-02-19","NSF REU position - plant evolutionary ecology - Rocky Mountain Biological Station","Susana Wadgymar",95,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=9039",FALSE,FALSE,FALSE
"368","2018-02-15","Ocean 180 Challenge - Submit your video - $13K in cash prizes","Ocean 180 Video Challenge",139,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=2010",FALSE,FALSE,FALSE
"369","2018-02-17","Re: open educational resources in ecology for intro courses","Margaret Metz",261,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=5820",FALSE,TRUE,FALSE
"370","2018-02-19","Open-Source Satellite Imagery","John A.",28,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=8044",FALSE,FALSE,FALSE
"371","2018-02-16","Paid entomology/ecology field assistant positions - June-July 2018","James Loving-Lichtenstein",110,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=5060",FALSE,FALSE,TRUE
"372","2018-02-17","Paid field tech position Scottish Highlands rewilding project","Cristina Eisenberg",63,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=6292",FALSE,FALSE,FALSE
"373","2018-02-21","PC-ORD in Hawaii 2-4 May: Multivariate Workshop/Webinar in Honolulu, HI","Jeri Peck",161,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=15348",FALSE,FALSE,FALSE
"374","2018-02-16","PhD Assistantship: Fisher Population Vital Rates","Jacqueline Frair",72,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=2513",FALSE,FALSE,FALSE
"375","2018-02-16","PhD Position in Wildlife Endocrinology - Indiana State University","Joy O'Keefe",78,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=4481",FALSE,FALSE,FALSE
"376","2018-02-20","Post-Doc in Ecological Modeling and Fish Ecology (Purdue)","Hook, Tomas O",197,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=12559",FALSE,FALSE,FALSE
"377","2018-02-20","Postdoc - life history variation - demography - pop bio","Beth Archie",82,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=13132",FALSE,FALSE,FALSE
"378","2018-02-20","Postdoc at UW-Madison on remote sensing and biodiversity","Volker Radeloff",111,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=14777",FALSE,FALSE,FALSE
"379","2018-02-21","Postdoc position in Duffy Lab at UMich on predators &amp; parasites","Meghan Duffy",95,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=14910",FALSE,FALSE,FALSE
"380","2018-02-16","Postdoc- Quantitative Fisheries Center, Adaptive Management","Kelly Robinson",63,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=3783",FALSE,FALSE,FALSE
"381","2018-02-21","Postdoctoral Fellowship in ecological modelling in Canada","Valentina Buttò",207,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=15956",FALSE,FALSE,TRUE
"382","2018-02-21","posting a graduate assistantship","Gary Roemer",50,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=14157",FALSE,FALSE,TRUE
"383","2018-02-16","Pruitt Lab Postdoctoral Search","James Loving-Lichtenstein",78,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=3944",FALSE,FALSE,FALSE
"384","2018-02-17","R BASICS WORKSHOP at the Missouri Botanical Garden","Juan Sebastian Tello",190,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=7151",FALSE,FALSE,FALSE
"385","2018-02-15","Rare taxa: Summary","Ed Krynak",145,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=503",FALSE,FALSE,FALSE
"386","2018-02-15","Registration Open for MEEC 2018","Robert Logan",48,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=3485",FALSE,FALSE,FALSE
"387","2018-02-18","Reminder: CFP: Creative Climate (Birkbeck College, University of London, 8 May 2018)","Seda Ilter",185,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=6977",FALSE,FALSE,FALSE
"388","2018-02-21","Research Experience for Undergraduates (REU) in the Rocky Mountains Summer 2018","Brad Taylor",110,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=15782",FALSE,FALSE,FALSE
"389","2018-02-20","Research technician in aquatic disease ecology","Catherine Searle",35,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=12690",FALSE,FALSE,TRUE
"390","2018-02-21","Research Technician Position in the Rocky Mountain Stream and Wetland Ecology","Brad Taylor",112,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=16404",FALSE,FALSE,FALSE
"391","2018-02-19","Restoration ecology and one health apprenticeship","Rebecca Swab",95,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=9380",FALSE,FALSE,FALSE
"392","2018-02-19","Restoration Ecology Apprenticeship","Rebecca Swab",78,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=8913",FALSE,FALSE,FALSE
"393","2018-02-17","REU in Coastal Ecosystems Ecology - Villanova University","Nat Weston",77,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=6134",FALSE,FALSE,FALSE
"394","2018-02-16","REU in the Relyea Lab: EFFECTS OF PESTICIDES ON AMPHIBIANS, SNAILS, AND PATHOGENS","Relyea, Rick",56,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=3614",FALSE,FALSE,FALSE
"395","2018-02-19","REU position in pollination ecology","Alex Harmon-Threatt",63,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=9869",FALSE,FALSE,FALSE
"396","2018-02-20","REU: Chihuahuan Desert Biodiversity - West Texas - Feb 26","Michael Moody",44,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=11313",FALSE,FALSE,FALSE
"397","2018-02-19","Reviewers still needed for AASHE 2018 proposals","Daita Serghi",157,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=8296",FALSE,FALSE,FALSE
"398","2018-02-15","Schwartz Early Career Fellowships and Graduate Grants at the Pymatuning Lab - deadline approaching","Corinne Richards-Zawacki",101,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=768",FALSE,FALSE,FALSE
"399","2018-02-20","Science storytelling in DC","Shane M Hanlon",37,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=12217",FALSE,FALSE,FALSE
"400","2018-02-21","Seasonal Research assistant-Entomology: UW-Madison","Benjamin Jaffe",56,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=16260",FALSE,FALSE,TRUE
"401","2018-02-20","Seeking Ecology Musicians for ESA NOLA","Melissa DeSiervo",46,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=13904",FALSE,FALSE,FALSE
"402","2018-02-16","Species distribution/occupancy modelling workshop","Darryl MacKenzie",103,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=1881",FALSE,TRUE,FALSE
"403","2018-02-16","Statistical Question about Comparing Frequency Distributions","Howard S. Neufeld",768,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=4804",FALSE,FALSE,FALSE
"404","2018-02-14","Summary of responses to query about plant parts","David Inouye",918,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=66",FALSE,FALSE,FALSE
"405","2018-02-15","Summer Field Assistant Nantucket Island, MA","Helen Poulos",67,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=1414",FALSE,FALSE,FALSE
"406","2018-02-16","Summer Field Classes at Iowa Lakeside Laboratory","Sylvia Lee",614,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=5237",FALSE,FALSE,FALSE
"407","2018-02-15","Summer Field Crew - Forest Ecology Research in the Pacific Northwest","Pabst, Robert J",68,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=975",FALSE,FALSE,FALSE
"408","2018-02-16","Summer field technician: Drought and restoration in southwest drylands","Alix Pfennigwerth",54,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=4638",FALSE,FALSE,TRUE
"409","2018-02-20","Summer Research and Land Mgt. Internship Opportunity in Southern NY","Chris Nagy",173,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=15486",FALSE,FALSE,FALSE
"410","2018-02-15","Summer Soil Institute at Colorado State University - Applications Due Soon!","Megan Machmuller",379,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=1551",FALSE,FALSE,FALSE
"411","2018-02-16","Teaching Assistant positions for summer field-based course","Michael J. Cramer",80,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=2989",FALSE,TRUE,FALSE
"412","2018-02-20","The ESA Abstract Deadline is This Thursday!","Jennifer Riem",63,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=14041",FALSE,FALSE,FALSE
"413","2018-02-21","Today! Darwin Core Hour: Making DNA and tissue collections available","Deborah Paul",125,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=15210",FALSE,FALSE,FALSE
"414","2018-02-20","Two PhD and one Postdoc position on avian biodiversity modelling in Berlin/Germany","Damaris Zurell",43,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=13718",FALSE,FALSE,FALSE
"415","2018-02-19","TWS Wildlife Publication Award Nominations","Tammy Cloutier",26,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=11041",FALSE,FALSE,FALSE
"416","2018-02-18","Undergraduate Research Presentation Award Opportunity for ESA 2018","Daniel Scholes",101,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=7293",FALSE,FALSE,TRUE
"417","2018-02-20","Volunteer Research Assistant in Avian Seed Dispersal","Spencer Schubert",126,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=12833",FALSE,FALSE,FALSE
"418","2018-02-19","Wanted: Volunteer opportunities for telling the stories of science in Alaska","Emily Stone",43,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=9521",FALSE,FALSE,FALSE
"419","2018-02-16","[COTE] Summer School 2018 of the COTE Cluster of Excellence ""interactions between ecosystems and rural-urban fringes""","mission COTE",515,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=2163",FALSE,FALSE,FALSE
"420","2018-02-19","“Students Seeking Solutions” Sustainable Development Goal #6 Conference","David Inouye",248,"/cgi-bin/wa?A2=ind1802c&L=ecolog-l&P=10722",FALSE,FALSE,FALSE
"421","2018-02-08","$2,000 grants for environmentally-related research","Angela Braren",70,"/cgi-bin/wa?A2=ind1802b&L=ecolog-l&P=1692",TRUE,FALSE,FALSE
"422","2018-02-12","AmeriCorps Opportunity: Lakes Region Conservation Corps- Summer 2018","Katri Gurney",93,"/cgi-bin/wa?A2=ind1802b&L=ecolog-l&P=13599",FALSE,FALSE,FALSE
